id,curbsidePickup,delivery,dineIn,liveMusic,parkingOptions,paymentOptions,outdoorSeating,reservable,restroom,servesBeer,servesBreakfast,servesBrunch,servesCocktails,servesCoffee,servesDessert,servesDinner,servesLunch,servesVegetarianFood,servesWine,takeout,accessibilityOptions,allowsDogs,goodForChildren,goodForGroups,goodForWatchingSports,menuForChildren
ChIJA_PuHnPwmUcRvwRYy8yGfdg,,False,True,,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': False},,,,,True,,,True,,,,,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,,,,
ChIJA_PuHnPwmUcRjsZYfTvJ-ZQ,,,,,,{'acceptsCashOnly': False},,,,,,,,,,,,,,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,True,,,
ChIJ408GZzjwmUcRiwbNgTXYfMc,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJY4I8Je38mUcR-0CAwesMdWk,,False,,,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",,,,,,,,,,,,,,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,True,,,
ChIJR_Kkbuv8mUcRIxl8cm8Sjig,,False,True,False,,,,,True,False,,False,False,True,,True,,,True,,{'wheelchairAccessibleParking': True},True,True,True,False,False
ChIJQS69Gk_7mUcRKNZFcYeFOnI,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': False, 'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': False}",True,,True,,,,,,,True,True,,,True,,,True,True,,
ChIJNaEqSGT7mUcRu73mZS05U6g,,False,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJ1ZN5p1X7mUcRZw17Vfp1M_Y,,False,True,False,{'freeParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,,True,True,True,True,True,True,True,{'wheelchairAccessibleEntrance': False},,True,True,False,
ChIJV8BMYOf6mUcRopufG6bi_uA,,False,True,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,,True,True,True,True,True,True,True,{'wheelchairAccessibleEntrance': False},,True,True,False,True
ChIJD8qT8qX7mUcRNPwWmhNddgA,True,True,True,,,,,,,,,,,,,,,,,True,,,,,,
ChIJf67tt936mUcRgzFJHEdI4y0,,,True,False,{'freeParkingLot': True},{'acceptsCashOnly': True},,False,,,False,False,,,False,True,True,False,False,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,True,,False
ChIJF2Wg93H7mUcRfK_KN-0yTRI,True,,True,False,{'paidStreetParking': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,False,False
ChIJqRyU3BL7mUcRutt7WumEOI0,True,True,True,False,{'paidParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,False,False,,False,False,True,True,True,True,True,False,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': False}",,True,,False,False
ChIJwynSXrr6mUcRJDnNNZkD1UU,True,True,True,False,,,True,True,True,True,False,False,False,,True,True,True,True,,True,{'wheelchairAccessibleSeating': True},,True,True,False,False
ChIJ7azpnTnwmUcRVWTjwZxS2cI,,False,True,False,,,,,,True,,,,True,,,,,,,{'wheelchairAccessibleParking': True},,,True,,
ChIJefRj7Df7mUcRDoJ6nXNh-T4,False,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': False}",True,True,True,True,False,False,False,True,True,True,True,False,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJSUfhKCz7mUcRkvW4DdzA1Ls,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJD0eG3Sb7mUcR69WsfL5ysa4,False,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,True,True,True,True,True,True,True,False,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,True,True
ChIJayOhYw77mUcRFmVYqY50yOg,True,False,True,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJx8_YONT6mUcRm0S4iRVGdMI,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,True,True,True,True,True,True,True,True,{'wheelchairAccessibleParking': False},,,True,False,True
ChIJC7HFCtT6mUcRob-ev5r2SjI,,False,True,False,{'freeParkingLot': False},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJp-1HDbH7mUcRZ-0qgD-LR3w,True,False,True,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJhfpzRzb7mUcROSM0C5xqSfA,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",True,True,True,False,
ChIJPd27DNT6mUcRsJIx2HarEOQ,,False,True,False,"{'freeParkingLot': False, 'freeStreetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,,True,False,False
ChIJ71WmI9T6mUcRddh0j7VStjk,,False,True,,,,True,True,True,True,False,False,False,True,True,True,True,False,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,True,False,
ChIJh7m47NX6mUcRgwbJLk1vDn0,True,False,True,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJX4-gp9n6mUcR39N6fPlXA6I,True,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,False,True,True,,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJZygGFuj7mUcR0FJdppJTL7Q,True,True,True,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'freeStreetParking': False, 'paidStreetParking': True, 'valetParking': False, 'freeGarageParking': False, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,True,,True,,,True,True,True,True,True,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,,True,True
ChIJPVbqNtL6mUcRr08MEmuJIgs,True,True,True,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJmxC1NAD7mUcR8QG5G9KY39c,True,True,True,,,,,,,,,,,,True,,,,True,True,,,,,,
ChIJzYSKNNL6mUcR2Q5TjncJPlo,,False,True,False,{'paidParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,True,True,True,False,False,True,True,True,True,True,True,True,True,{'wheelchairAccessibleParking': False},,True,True,False,False
ChIJ62MugdH6mUcR7IeaAY_mG24,,,True,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,,True,False,
ChIJZxHDkQH7mUcRRJJIquhKWAs,,True,True,False,,,True,,,,,False,,True,,True,True,True,,True,,,True,True,False,False
ChIJuZhzLaz7mUcR-RLZoGdZK-I,True,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,,,,,,,,,True,True,,,True,,,True,True,False,False
ChIJizM6MAH7mUcR2jJcSvVhqD0,,False,True,False,,{'acceptsCashOnly': False},,True,True,True,,True,,True,True,True,True,,True,True,,,,True,,
ChIJ5xBo29H6mUcRhd1Q5HIO8MA,True,,True,False,{'paidStreetParking': True},"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,False,True,True,True,False,True,True,True,True,True,True,False,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJ--n1SdL6mUcRpASGRErF91k,,False,True,False,,,False,,False,False,False,False,False,False,,True,True,,False,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleSeating': False}",,,,False,False
ChIJhYDLOdL6mUcRL47TQ1nM7gU,False,False,True,False,"{'paidParkingLot': True, 'paidStreetParking': True, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': False, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,False,True,True,True,True,False,False,,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJfe6Lh9H6mUcRgmQtePU9rSw,True,True,True,False,{'paidParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,,False,False,True,True,True,True,,False,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJKc8JAdH6mUcRaqU7PHUId9Q,,,True,True,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,True,True,True,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJCQ0dq437mUcRIhvpIGfxWiI,,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,,False,False,,True,True,True,,False,True,,,True,,False,False
ChIJI6CVktP6mUcRdoklZ-0caeA,False,False,True,False,"{'freeParkingLot': False, 'freeStreetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,True,True,True,True,,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",True,,True,False,False
ChIJJYpsxbH7mUcRJ3qMsP8OmhY,False,False,True,False,"{'paidParkingLot': True, 'paidStreetParking': True, 'paidGarageParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJMTjKcn_7mUcRN2rN8A4_YZc,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,
ChIJP2j5YRb7mUcRvlrJted0Q_c,,False,True,False,"{'freeParkingLot': True, 'freeGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,,,False,,False,False,,,True,True,,False,True,,,True,True,False,
ChIJgbc7VAD7mUcRFK-2BDoQmI8,True,False,True,False,,,,,,,,,,True,,,,,,True,,,True,,False,False
ChIJNzGjDMj6mUcRtAM9feNOR_o,False,True,True,False,"{'freeParkingLot': True, 'freeGarageParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,False,,False,False,False,False,False,,True,True,True,False,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,,False,False
ChIJ1YL7FMj6mUcRusMCXLdm5JI,,False,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,,True,False,False,,True,,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,,False,
ChIJRZ6stsn6mUcR9Xazz9KPi4Y,,,True,False,{'freeParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,True,False,False,,True,False,True,True,False,False,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJa8lCtLP6mUcRDmCYosD7Ozk,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJE5A7XwD7mUcRo1kHbllmqWs,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJz36Zt7r7mUcRFRTWt7AqvHM,True,,True,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,
ChIJ688m6Q77mUcRgGyaJljddKs,,True,True,False,,,,,,,,,,,,True,True,,,True,,,True,,False,
ChIJS2PzG4n7mUcRkLDEHydEi_0,True,True,True,False,,,,,True,,,,,,,True,True,,,True,,,True,,,
