,review_id,restaurant_id,author,review_date,scraping_date,stars,language,review_text
18916,23386,ChIJm7waYdT6mUcRxPFyE982gE0,Peachy Bee,vor 2 Jahren,2025-01-06,5.0,de,"Super leckere Linsen-Suppe 😋. Wir waren am Wochenende dort und haben uns durchprobiert. Insgesamt war alles lecker. Neben der Linsensuppe hatten wir noch einen Falafelteller und noch die Pommes. Besonders hat uns aber die Suppe geschmeckt mit leckerer Ingwernote und sehr lecker gewürzt.
Der Service ist auch sehr freundlich und das Essen kam sehr schnell. Wir kommen bestimmt wieder."
18917,23387,ChIJm7waYdT6mUcRxPFyE982gE0,Philipp M,vor 2 Monaten,2025-01-06,5.0,de,"So beliebt, dass man hier oft keinen Platz bekommt. Wenn man dann doch mal Glück hat, bekommt man sehr leckere frische vegane und vegetarische Gerichte zu fairen Preisen. Das Ambiente ist einfach und gemütlich. Die Mitarbeiter sind stets freundlich und um schnellen Service bemüht."
18918,23388,ChIJm7waYdT6mUcRxPFyE982gE0,Heino Falcke,vor 2 Monaten,2025-01-06,3.0,de,"Hummus war lecker. Hummusteller und Fladenbrot ok, nicht besonders kreativ. Warum der Hummusteller fast doppelt so teuer ist wie das
Fladenbrot mit Falaffel und Hummus erschließt sich nicht gab. Leitungswasser konnte man trotz Nachfragen nicht bestellen- gibt es nur in Flaschen, was nicht sehr nachhaltig ist. Nur Barzahlung (und Paypal)."
18919,23389,ChIJm7waYdT6mUcRxPFyE982gE0,Celina Eisele,vor 3 Jahren,2025-01-06,4.0,de,"Finde die Portionen von dem Falafel Teller leider viel zu klein. Die Salatbeilage ist leider mehr Deko, wie Salat..
Sonst super lecker, tolle Soßen / Cremen. Geschmacklich lecker… und man sitzt super gemütlich, in einer tollen Atmosphäre.
Leider eben Preis - Leistung bzw. die Portion echt dürftig.
Sonst immer wieder gerne, einfach auch wegen der Location."
18920,23390,ChIJm7waYdT6mUcRxPFyE982gE0,H T,vor 4 Monaten,2025-01-06,5.0,de,"Im Vegi habe ich solide, schmackhafte Falafel-Gerichte entdeckt. Die Portionen sind angemessen, und die Zutaten wirken frisch. Der Service ist freundlich, und das Preis-Leistungs-Verhältnis passt. Insgesamt eine gute Wahl für ein einfaches, vegetarisches Essen."
18921,23391,ChIJm7waYdT6mUcRxPFyE982gE0,Maria,vor einem Jahr,2025-01-06,4.0,de,"Super nettes Personal und die besten Pommes und Falafel in Tübingen!
Vor allem der Auberginen Dip ist sehr zu empfehlen. Das einzige was man etwas ändern könnte, ist die Art und Weise wie die Falafel im Brot zubereitet werden, da alles sehr in Lagen in das Brot getan wird und so alles wenig miteinander vermengt ist.
Leider wird auch alles immer teurer aber anderswo ist das ja genauso."
18922,23392,ChIJm7waYdT6mUcRxPFyE982gE0,Yvonne Schubert,vor 4 Jahren,2025-01-06,5.0,de,"Schön gelegen mit Aussen-und Innenbereich zum Sitzen. Wir hatten unsere 3-jährige Tochter dabei und haben uns wohlgefühlt. Nettes Personal und gutes Essen. Die Falafel waren superkross und lecker, auch die Soßen waren toll.
Kann ich nur empfehlen."
18923,23393,ChIJm7waYdT6mUcRxPFyE982gE0,BenInJam,vor einem Jahr,2025-01-06,5.0,de,"Einfach mein Lieblings- Bistro, Bar, Kneipe, Restaurant in Tübingen. Und einer der wenigen Gay-friendly Places der Stadt. Falafel und Pommes sind hausgemacht und super, sowie die wechselnden Tagesgerichte wie Suppen und Bowls.

Jetzt auch mit Life Musik! Top"
18924,23394,ChIJm7waYdT6mUcRxPFyE982gE0,Ikbenhet Echt,vor 6 Monaten,2025-01-06,3.0,de,"Das Essen war einfach nicht so wie gedacht und gehofft. Erdnuss Soße war leider alle, hätte ich gerne probiert. Falafel waren zu trocken und hart um ohne Soße zu essen.
Service und Ambiente prima."
18925,23395,ChIJm7waYdT6mUcRxPFyE982gE0,Jimi422,vor 3 Monaten,2025-01-06,2.0,de,"Wir sind heute zum zweiten Mal nach Jahren wieder da gewesen, weil das Essen und die Ambiente bei unserem ersten Besuch sehr zufriedenstellend waren. Von dem Essen (Falafel und Hummusteller mit ""Chicken"") sind wir alle nachträglich sehr enttäuscht worden! Sehr schade..."
18926,23671,ChIJm7waYdT6mUcRxPFyE982gE0,Stefanie Weiß,vor 2 Jahren,2025-01-06,4.0,,
18927,23396,ChIJm7waYdT6mUcRxPFyE982gE0,Michael Bahrke,vor 4 Jahren,2025-01-06,5.0,de,"Vegan, lecker und gemütlich
Falafel und Cocktails, das Konzept ist im Vegi sehr überzeugt!
Falafelteller mit vielen selbstgemachten Soßen, Johannesbeerschorle, Cappuccino und vor allem den Gin Sour kann ich sehr empfehlen.
Wenn vegan in Tübingen, dann gern ins Vegi!"
18928,23397,ChIJm7waYdT6mUcRxPFyE982gE0,L L,vor einem Jahr,2025-01-06,4.0,de,"Leckeres vegetarische Essen. Obwohl ich Fleischliebhaber bin, hatte mir die Portion vollkommen ausgereicht. Ein Kritikpunkt waren leider die Schorlen, diese haben mir leider garnicht geschmeckt, würde dann eher zu einem konventionellen Softdrink greifen."
18929,23398,ChIJm7waYdT6mUcRxPFyE982gE0,Philipp,vor 6 Jahren,2025-01-06,5.0,de,"Wir wurden sehr freundlich empfangen. Viel Auswahl gibt es nicht, aber der Falafelteller schmeckt toll. Dazu kann man verschiedene Soßen auswählen. Zudem sind der Laden sehr veganerfreundlich :-)
Da wir größeren Hunger hatten bestellten wir noch vier Brote extra dazu und bekamen einfach so 10 Brote. Sehr zu empfehlen."
18930,23399,ChIJm7waYdT6mUcRxPFyE982gE0,L. A.,vor einem Jahr,2025-01-06,5.0,de,"Ein richtig leckeres, nettes, kleines Restaurant, mit toller Atmosphäre. Freundliches zuvorkommendes Personal. Eine absolute Empfehlung."
18931,23400,ChIJm7waYdT6mUcRxPFyE982gE0,D. K.,vor 6 Jahren,2025-01-06,3.0,de,"Ambiente hinten wo wir saßen wirklich toll, aber leider konnte ich nichts essen, da dass Essen total mit Kümmel gewürzt war und mir von dem Geruch schon übel wurde, meinem Freund hat es ‚naja‘ geschmeckt. Schade, aber um etwas zu trinken ist es denke ich okay und die 3 Sterne gibt es auch, weil Hunde erlaubt sind, was wirklich toll ist!!! :)
Bitte bietet doch auch Falafel oder Suppen ohne exotische Gewürze an, nicht jeder kann das leiden."
18932,23401,ChIJm7waYdT6mUcRxPFyE982gE0,Andreas Gorbach,vor 6 Jahren,2025-01-06,5.0,de,"Wer Falafel mag der muss hier hin. Gemütlich, sauber, lecker. Man kann draußen sitzen, aber auch drinnen. Am Tisch wird man bedient, es gibt aber auch alles zum mitnehmen. Meine Empfehlung ist der Falafelteller mit drei verschiedenen Soßen."
18933,23402,ChIJm7waYdT6mUcRxPFyE982gE0,Sophie L.,vor 5 Jahren,2025-01-06,5.0,de,"Hübsches kleines Restaurant mit einer übersichtlichen Karte und super Falafeln. Besonders die Dips waren fabelhaft! Sehr freundliches Personal, nettes Ambiente.
Leider mussten wir, da wir Samstag mittags dort waren, kurz auf unseren Platz warten, es war generell viel los. Der Falafelteller mit Kichererbsen- Bällchen, 3 Dips, Salatbeilage und Fladenbrot war sehr fein und obendrein preislich absolut in Ordnung."
18934,23403,ChIJm7waYdT6mUcRxPFyE982gE0,Oliver Jochmann,vor einer Woche,2025-01-06,1.0,de,"Unter neuer Leitung, und offenbar nur noch auf Gewinnmaximierung ausgelegt: freundliches aber viel zu wenig Bedienpersonal, drastisch höhere Preise (veganer Chicken Ersatz mit Pommes und Salat für fast 15€), und das Essen ist zwar ganz okay,  liegt aber nach dem Besuch sehr schwer im Magen, was meines Erachtens auf schlechte Qualität hindeutet, da ich das Essen dort bisher immer gut vertragen hatte
Außerdem wurde der Eingangsbereich so umgestaltet, dass bei jeder Öffnung der Eingangstür kalte Luft durchs halbe Lokal geweht wird, was den Laden auch nicht gerade gemütlicher macht."
18935,23404,ChIJm7waYdT6mUcRxPFyE982gE0,BlackyGreenDayLover,vor einem Monat,2025-01-06,5.0,de,"Update: Nicht mehr die besten Falafel in Tübingen, da nun gelaflaft. Früher mal : genial gewürzt, dazu knackfrischen bunten Salat und legendäre selbstgemachte Saucen! Personal super nice, im Restaurant selbst dauert die Bedienung manchmal etwas länger, da die Logistik trotz zahlreicher Bedienungen manchmal chaotisch erscheint. Aber das Essen zu super Preisen macht das mehr als wieder wett. Sehr zu empfehlen auch der Chai-Latte und die Pommes mit hauseigener veganer Mayo, die sind bombastisch! Die veganen Kuchen sind auch der Hit! Auch absolut LGBTQ+ freundlich! Meine Saucenfavoriten sind Aubergine oder Mango mit Sesam oder Erdnuss, Barbecue gibt's leider nur noch sporadisch, ebenso wie der legendäre Hummus des Tages mit Avocado :("
18936,23405,ChIJm7waYdT6mUcRxPFyE982gE0,Esra Özcan,vor 2 Jahren,2025-01-06,1.0,de,"Ich verteile wirklich sehr ungerne schlechte Bewertungen, aber das war gestern eine reinste Katastrophe.
Die Bedienung war nicht nett, das Essen kam zu spät bzw. meine Begleitperson hat viel später das Essen bekommen als ich und das Essen war geschmacklich auch nicht sehr überzeugend."
18937,23406,ChIJm7waYdT6mUcRxPFyE982gE0,Adrian Andacic,vor 3 Monaten,2025-01-06,5.0,de,"Top Essen, top Falafel und top Service.
Ich kann einen Besuch nur ans Herz legen."
18938,23407,ChIJm7waYdT6mUcRxPFyE982gE0,Lise Lotte,vor 5 Jahren,2025-01-06,5.0,de,"Kleine Auswahl leckerer vegetarischer und veganer Snacks - Suppe, Salat, Pommes und natürlich Falafel mit den verschiedensten Dressings, Soßen und Hummusvariationen. Mein Tipp: der Falafelteller mit drei Soßen nach Wahl. (Siehe Foto) Freundliche Mitarbeiter. Eine Ruheinsel mitten in der Altstadt. Beim Draußensitzen kann man herrlich Leute beobachten."
18939,23408,ChIJm7waYdT6mUcRxPFyE982gE0,Sezer,vor 11 Monaten,2025-01-06,3.0,de,"Ich hatte eine angenehme Zeit hier. Das Personal war freundlich, die Location gemütlich und die Preise waren in Ordnung. Allerdings waren die Falafel viel zu hart, einige Saucen konnten nicht überzeugen, und das Brot wurde nach kurzer Zeit kalt und ungenießbar. Die Toilette war leider nicht sauber, und der Handtrockner funktionierte nicht; es gab auch keine Tücher. Man kann hier definitiv gut essen aber Verbesserungen wären wünschenswert."
18940,23409,ChIJm7waYdT6mUcRxPFyE982gE0,Arne Fliw,vor 7 Jahren,2025-01-06,5.0,de,"Vegetarisches und veganes, sehr leckeres, vielfältiges Falafelangebot, vom Joghurt- über den Aubergine- zum Obamafalafel. Der Falafel kommt in einer Art Taco, nicht im Fladenbrot. Getränke sind nicht günstig, aber sehr lecker und frisch. Draußen sitzen kann man bei guter Bedienung gut.
Natürlich auch für den Fleischliebhaber ein Genuss! Das Preis-Leistungsniveau ist angemessen."
18941,23410,ChIJm7waYdT6mUcRxPFyE982gE0,Jenny Heinzmann,vor 8 Monaten,2025-01-06,5.0,de,Tolle Auswahl an vegetarischen und veganen Gerichten. Kommen gerne wieder :)
18942,23411,ChIJm7waYdT6mUcRxPFyE982gE0,Guiltyhot,vor 11 Monaten,2025-01-06,5.0,de,"Super Ambiente, freundliches & gut gelauntes Personal. Leckerer Kaffee. Klare Empfehlung 👍🏼"
18943,23412,ChIJm7waYdT6mUcRxPFyE982gE0,Gracy Tulio,vor 10 Monaten,2025-01-06,3.0,de,"Das Essen hat leider nachgelassen. Ich hatte das typische bestellt, Falafel im Brot mit Auberginencrem. Es waren nur drei Bällchen drin, die doch zu knusprig waren und 90% Salat enthalt und oben drauf ein klein wenig crem. Saftig war es definitiv nicht und den Preis auch nicht gerechtfertigt. Dennoch ist das Ambiente für einen entspannten Abend wo man was trinken kann zu empfehlen."
18944,23413,ChIJm7waYdT6mUcRxPFyE982gE0,Wasif Hussain,vor 3 Jahren,2025-01-06,5.0,de,Ich habe Falafel Teller gegessen. Sehr lecker!! Besonders die Aubergine Sauce. Ich komme wieder
18945,23414,ChIJm7waYdT6mUcRxPFyE982gE0,M L,vor 8 Jahren,2025-01-06,5.0,de,"Sehr gute Falafel-Gerichte mit interessanten Soßen. Viele verschiedene Sorten alternativer Limonaden, Kaffee oder Tee.  Super-leckere Muffins und Kuchen, die in der Regel vegan, manchmal sogar glutenfrei, zubereitet werden."
18946,23513,ChIJm7waYdT6mUcRxPFyE982gE0,Felix Baiker,vor 2 Jahren,2025-01-06,5.0,de,"Lad zum gemütlichen verweilen ein. Kleine aber feine Auswahl an Essen, drinks und Kuchen.
Wirkt alles sehr authentisch. Hatten einen netten Abend. Vielen Dank."
18947,23415,ChIJm7waYdT6mUcRxPFyE982gE0,Tim Mueller,vor 10 Monaten,2025-01-06,3.0,de,"Schönes Ambiente, aber kulinarisch max. Mittelmaß.

Falafelteller: Falafel selbst sahen gut aus, waren aber nicht richtig heiß und schon etwas trocken, obwohl nicht viel los war als wir dort waren. Dips/Soßen waren gut. Salatbeilage war leider nur eine Fertigsalatmischung mit zu saurem Dressing. Zuviel Essig und leider kein frisches Gemüse dazu wie Tomaten, Gurken oder ähnliches. Leider auch außer Brot keine Sättigungsbeilagen dazu wie zB Reis oder Bulgur. Insgesamt gibt es woanders in Tübingen deutlich bessere Falafelteller auch im Hinblick auf Preis/Leistung.

Gemüsecurry war geschmacklich gut, aber auch hier leider kein frisches Gemüse sondern nur TK-Gemüse (Brokkoli & Möhren Mischung)"
18948,23416,ChIJm7waYdT6mUcRxPFyE982gE0,Bianka Soeder,vor 2 Jahren,2025-01-06,5.0,de,"Kleines veganes
vegetarisches Cafe/Restaurant im Herzen von Tübingen. Natürlich auch vegane Optionen verfügbar und toller, leckerer veganer Kuchen. Selbstgebackenen.
Nettes, junges dynamisches Team."
18949,23417,ChIJm7waYdT6mUcRxPFyE982gE0,freitags,vor 7 Monaten,2025-01-06,3.0,de,"Netter, schneller Service, Limos sehr lecker, Saucen leider zwei von drei wässrig. Humus sollte nicht von der Gabel Tropfen..."
18950,23418,ChIJm7waYdT6mUcRxPFyE982gE0,Claudia Zimmermann,vor einem Jahr,2025-01-06,5.0,de,"Wir mussten etwas länger warten es war Samstag Mittag sehr viel los. Service sehr nett, mein Falafellburger war frisch und gut gemacht. Die hausgemachte Limonade war sehr lecker.
Das Preisleistungsverhältnis ist echt in Ordnung."
18951,23419,ChIJm7waYdT6mUcRxPFyE982gE0,Bianca Lindner,vor 8 Monaten,2025-01-06,4.0,de,"Wer Vegi mag oder vegan ist hier genau richtig.
Portionen sind passend zum Preis.
Die Auswahl an Soßen ist sehr cool, da man sich nicht für eine entscheiden muss sondern 3 haben kann.

Kleiner Tipp zu den Soßen vielleicht noch in welche Richtung die gehen fruchtig, scharf süß"
18952,23420,ChIJm7waYdT6mUcRxPFyE982gE0,Feyh,vor einem Jahr,2025-01-06,4.0,de,"Sehr leckeres Essen, vorallem der Falaffelteller, mitten in Tübingen. Sehr gut erreichbar wenn man sowieso durch die Stadt schlendert. Meistens sehr voll. Sitzen kann man innen und aussen.
Der Service ist meistens auch super, bei unserem letzten Besuch waren sie aber wohl sehr knapp besetzt, dadurch lief es nicht ganz rund."
18953,23421,ChIJm7waYdT6mUcRxPFyE982gE0,Marco Dörfler,vor 5 Jahren,2025-01-06,5.0,de,"Super gemütlich, sehr lecker, super Bedienung. Ist auch ein größerer Umweg wert. Auch der Nachtisch. Ich komme gerne wieder."
18954,23422,ChIJm7waYdT6mUcRxPFyE982gE0,Rob,vor einem Jahr,2025-01-06,4.0,de,Schönes Restaurant. Essen war gut und Service in Ordnung. Ambiente ok.
18955,23423,ChIJm7waYdT6mUcRxPFyE982gE0,Vale Ria,vor einem Jahr,2025-01-06,4.0,de,"Viele kleine Tische, gemütlich eng neben einander und total liebevoll eingerichtet mit hohem Wohlfühlfaktor.
Leider ziemlich dunkel im  Hauptraum für Menschen, die tagsüber Licht brauchen. Im Hinterraum ist es dank eines Glasdaches besser und auch gemütlich.

Das Essen schmeckt und die Gerichte werden liebevoll präsentiert. Die Falafel könnten etwas weniger trocken sein. Ich hatte ein normales Gericht und wurde nicht satt - fand es aber nicht schlimm, weil das gesamte Konzept stimmig war. Man muss sich nicht ""über futtern"".

Publikum ist eher jung und alternativ aber jeder fühlt sich dort wohl."
18956,23424,ChIJm7waYdT6mUcRxPFyE982gE0,M,vor 10 Monaten,2025-01-06,2.0,de,"Der Laden ist mir ein Rätsel, die letzten 3 Male wo ich dort war,egal ob allein oder mit Partner wurden wir gar nicht oder erst nach sehr langer Zeit bedient, unabhängig davon wieviel los war. Stattdessen haben die Mitarbeitenden sich untereinander unterhalten und Kekse gegessen.
Auch die Preispolitik verstehe ich nicht ganz. Eine Tasse 'Charitea' kostet hier 4,30€.
Eine Packung mit 10 Charitea Teebeuteln 'arabic mint' zB. Kostet im Charitea Onlineshop 4,49€.
Somit würde nur der Teebeutel für eine Tasse   knapp 0,45€ kosten. Trotz der ganzen Kosten die dazu kommen erschließt sich mir der Preis von 4,30€ für eine Tasse Tee nicht."
18957,23425,ChIJm7waYdT6mUcRxPFyE982gE0,Kai Klabautermann,vor einem Jahr,2025-01-06,2.0,de,"Falafel fade und trocken. Merkwürdiges Schichtsystem, durch das man immer entweder Salat oder Falafel isst aber nie zusammen. Dafür sehr teuer. Lohnt sich nicht. Die Saucen sind gut (vor allem Aubergine) und die Atmosphäre ist nett."
18958,23426,ChIJm7waYdT6mUcRxPFyE982gE0,mo wa,vor 2 Jahren,2025-01-06,5.0,de,"Kleines gemütliches Restaurant, sehr leckeres vegetarisches Essen, großzügige Portionen, freundliche Bedienung"
18959,23427,ChIJm7waYdT6mUcRxPFyE982gE0,KaLina,vor einem Jahr,2025-01-06,5.0,de,"Schönes, kleines Falafel Restaurant in der Tübinger Altstadt. Hier gibt es für Falafel-Liebhaber alles was das Herz begehrt. So können Falafel Teller, mit Salat, drei wählbaren Dips und Brot, sowie Falaffel im Fladenbrot (mit großer Auswahl an Soßen, etc.) bestellt werden. Die Pommes schmecken hier ebenfalls sehr gut. Auch das Personal ist sehr sympathisch und das Ambiente des Vegi ist ebenfalls sehr ansprechend. Die Preise sind hier eher höher einzuordnen, aber das Essen ist den Preis absolut wert.
Alles in allem ist das Vegi sehr zu empfehlen."
18960,23428,ChIJm7waYdT6mUcRxPFyE982gE0,Sandra Hiller,vor einem Jahr,2025-01-06,1.0,de,"Wir wollten um ca. 12:00 Uhr eine Falafel zum Mitnehmen kaufen. Nachdem wir fünf Minuten gewartet hatten, wurde unsere Bestellung aufgenommen. Danach wurde uns gesagt es dauert noch mal 10min. Sind dann ohne Mittagessen weiter gezogen."
18961,23429,ChIJm7waYdT6mUcRxPFyE982gE0,Ellen Boschert,vor 2 Jahren,2025-01-06,3.0,de,"Die Atmosphäre in dem Restaurant ist sehr angenehm und auch die Bedienungen sind äußerst herzlich. Die Falafel an sich schmecken sehr gut, nur leider war der Salat sehr bitter und fast nicht genießbar (wobei das vielleicht tagesabhängig ist). Die Getränke (vor allem den Herbstdrink) als auch die Pommes kann ich nur wärmstens empfehlen!"
18962,23430,ChIJm7waYdT6mUcRxPFyE982gE0,Erwin P,vor 8 Monaten,2025-01-06,4.0,de,Sehr leckeres Essen zu fairen Preisen.
18963,23431,ChIJm7waYdT6mUcRxPFyE982gE0,X YZ,vor 5 Monaten,2025-01-06,4.0,de,"Sehr leckere Falafelspeisen, sehr freundlicher Service"
18964,23432,ChIJm7waYdT6mUcRxPFyE982gE0,Florian Butsch,vor 2 Jahren,2025-01-06,5.0,de,"11/10, Essen mega lecker, verschiedenste Soßen wählbar, Bedienung sehr nett, immer wieder gerne"
18965,23433,ChIJm7waYdT6mUcRxPFyE982gE0,Peter Liehr,vor 11 Monaten,2025-01-06,5.0,de,"Leckeres Falafelgerichte-Angebot. Und wenn's keine Falafel sein sollen - der Salat ist hervorragend, reichhaltig und auch für's Auge sehr hübsch angerichtet."
18966,23434,ChIJm7waYdT6mUcRxPFyE982gE0,A,vor 3 Jahren,2025-01-06,5.0,de,"Sehr vegan freundlich! Sogar Wein ist als vegan gekennzeichnet, und es gibt veganen Kuchen, Suppe und Falafel. Nur zu empfehlen 😊 außerdem sehr gemütlich eingerichtet"
18967,23435,ChIJm7waYdT6mUcRxPFyE982gE0,Roman Krafft,vor 2 Jahren,2025-01-06,4.0,de,"Das Essen ist super! Einfallsreich, Interessante Geschmacksnoten, neben klassisch auch Mango Chutney, oder süßer Senf, die Zutaten sind frisch, und Portionen sind groß!
Regelmäßig gibt es extra Geschmacksrichtungen!

Sind für einen schnellen Snack zur (studentischen) Mittagszeit (14:00) am Samstag hin und haben 2 Falafel im Brot bestellt.
Der Laden war innen voll. Der Mitarbeiter war sehr aufmerksam und hat uns direkt bescheid gegebn, dass es mind. 10-15 Minuten dauern kann und die mussten wir dann auch warten, was man aber gerne macht:)
Empfehle Zeit mitzubringen oder eben nicht in der Rushhour zu gehen."
