id,curbsidePickup,delivery,dineIn,liveMusic,parkingOptions,paymentOptions,outdoorSeating,reservable,restroom,servesBeer,servesBreakfast,servesBrunch,servesCocktails,servesCoffee,servesDessert,servesDinner,servesLunch,servesVegetarianFood,servesWine,takeout,accessibilityOptions,allowsDogs,goodForChildren,goodForGroups,goodForWatchingSports,menuForChildren
ChIJy9BCYNr9mUcRKQBU3lnANgo,,True,True,False,{'freeParkingLot': True},"{'acceptsDebitCards': False, 'acceptsCashOnly': True}",True,True,True,True,True,False,False,True,True,,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJeSaF9XD8mUcRDm3he7lkuMA,True,False,True,True,"{'freeParkingLot': True, 'freeStreetParking': True, 'freeGarageParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,True,True
ChIJk0bQgJr7mUcR-CKFCw2h2KY,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': False},True,True,True,True,False,False,False,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJN7o495b7mUcRgQbaxkTIkXo,,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,False,False,True,True,True,True,False,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJBctfifbwmUcRrXoViGlewME,True,False,True,True,"{'freeParkingLot': True, 'freeStreetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,True,True
ChIJU3_pY4T7mUcREub8_JVTsJc,,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleRestroom': True}",True,True,True,False,True
ChIJIbTkHI37mUcRoDRmzFClAN4,True,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': False, 'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': True}",,True,True,True,,False,False,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",False,True,True,False,True
ChIJG3kcYNz7mUcR5ZdgCEXB3-I,,False,True,,"{'freeParkingLot': True, 'paidParkingLot': False, 'freeStreetParking': False, 'paidStreetParking': False, 'freeGarageParking': True, 'paidGarageParking': False}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,,,True,,,True,,,,,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,,,,
ChIJ9e2hy3X7mUcRAJJ8PtNdcAQ,,False,True,False,{'freeParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,,,False,,True,False,True,True,False,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,
ChIJhxRbsgv7mUcRMjO-1R7lUtk,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,True,True,False,False,,True,True,True,True,,True,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,True,False,True
ChIJd8nlXKr7mUcRO6iJzDp3sUQ,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,,True,True,True,True,False,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJZxx-Kln6mUcROzIKQaLPWq4,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,,,True,True,True,True,True,,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,
ChIJEbY0PWfwmUcRX3ULHIUZ0S0,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJ4VPJNj3xmUcR74Qh7Q0iz_k,,False,True,,{'freeParkingLot': True},,True,,True,True,,,,True,,,,,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,True,True,,
ChIJARhATH37mUcRyRmMLZdZkKw,,,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': True},True,True,True,True,False,False,,True,True,True,,False,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,,True
ChIJnQwYNXf7mUcRQiKytCB8Vn0,,,,,,,,,,,,,,,,,,,,,,,,,,
ChIJ66taiuz6mUcRFSLyQ1zeZug,,True,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,False,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,True,True
ChIJJefnUwD7mUcRw8RE8WokBsc,,,True,,,,True,,True,True,,,,,,,,,,,,,,,,
ChIJocMuqXPwmUcR_FQG4_XZKr8,,,,,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",,,,,,,,,,,,,,,{'wheelchairAccessibleParking': True},,True,,,
ChIJTR3JWCjxmUcRbt_RBaruRfk,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJA_PuHnPwmUcRvwRYy8yGfdg,,False,True,,"{'freeParkingLot': True, 'freeStreetParking': True}",{'acceptsCashOnly': False},,,,,True,,,True,,,,,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,,,,
ChIJA_PuHnPwmUcRjsZYfTvJ-ZQ,,,,,,{'acceptsCashOnly': False},,,,,,,,,,,,,,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,True,,,
ChIJ408GZzjwmUcRiwbNgTXYfMc,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJR_Kkbuv8mUcRIxl8cm8Sjig,,False,True,False,,,,,True,False,,False,False,True,,True,,,True,,{'wheelchairAccessibleParking': True},True,True,True,False,False
ChIJY4I8Je38mUcR-0CAwesMdWk,,False,,,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",,,,,,,,,,,,,,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,True,,,
ChIJQS69Gk_7mUcRKNZFcYeFOnI,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': False, 'acceptsDebitCards': False, 'acceptsCashOnly': True, 'acceptsNfc': False}",True,,True,,,,,,,True,True,,,True,,,True,True,,
ChIJNaEqSGT7mUcRu73mZS05U6g,,False,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJr_n1fgH7mUcRhdWN8PqFpow,,False,True,False,{'freeParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,,True,,True,,,True,True,,True,,,,{'wheelchairAccessibleParking': True},,False,True,,False
ChIJD8qT8qX7mUcRNPwWmhNddgA,True,True,True,,,,,,,,,,,,,,,,,True,,,,,,
ChIJf67tt936mUcRgzFJHEdI4y0,,,True,False,{'freeParkingLot': True},{'acceptsCashOnly': True},,False,,,False,False,,,False,True,True,False,False,True,"{'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,True,,False
ChIJF2Wg93H7mUcRfK_KN-0yTRI,True,,True,False,{'paidStreetParking': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,False,False
ChIJwynSXrr6mUcRJDnNNZkD1UU,True,True,True,False,,,True,True,True,True,False,False,False,,True,True,True,True,,True,{'wheelchairAccessibleSeating': True},,True,True,False,False
ChIJ7azpnTnwmUcRVWTjwZxS2cI,,False,True,False,,,,,,True,,,,True,,,,,,,{'wheelchairAccessibleParking': True},,,True,,
ChIJefRj7Df7mUcRDoJ6nXNh-T4,False,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': False}",True,True,True,True,False,False,False,True,True,True,True,False,True,,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJSUfhKCz7mUcRkvW4DdzA1Ls,,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJD0eG3Sb7mUcR69WsfL5ysa4,False,False,True,False,"{'freeParkingLot': True, 'freeStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,,True,True,True,True,True,True,True,False,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,True,True
ChIJayOhYw77mUcRFmVYqY50yOg,True,False,True,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'freeStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJ05lxui3lmUcRWJ39Zjt3P78,,True,,,,"{'acceptsDebitCards': True, 'acceptsNfc': True}",,,,,,,,,,,,,,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",,,,,
ChIJx8_YONT6mUcRm0S4iRVGdMI,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,True,True,True,True,True,True,True,True,{'wheelchairAccessibleParking': False},,,True,False,True
ChIJhfpzRzb7mUcROSM0C5xqSfA,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",True,True,True,False,
ChIJPd27DNT6mUcRsJIx2HarEOQ,,False,True,False,"{'freeParkingLot': False, 'freeStreetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,,True,False,False
ChIJh7m47NX6mUcRgwbJLk1vDn0,True,False,True,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJ71WmI9T6mUcRddh0j7VStjk,,False,True,,,,True,True,True,True,False,False,False,True,True,True,True,False,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,True,True,False,
ChIJC7HFCtT6mUcRob-ev5r2SjI,,False,True,False,{'freeParkingLot': False},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJp-1HDbH7mUcRZ-0qgD-LR3w,True,False,True,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJh0ro4tv6mUcR3aAfe_vIBHg,,False,True,,,,True,True,True,True,False,False,True,True,,False,,False,True,,{'wheelchairAccessibleSeating': True},,False,True,,False
ChIJTYFkttX6mUcRQ-NLIBlEUiE,,False,True,,,,False,True,True,True,,,True,,,,,,True,False,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': False}",,,True,,
ChIJX4-gp9n6mUcR39N6fPlXA6I,True,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,False,True,True,,True,True,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJKc8JAdH6mUcRaqU7PHUId9Q,,,True,True,,"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,True,True,True,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,,True
ChIJGTtrv9P6mUcRtLRexsK4n1E,,True,True,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleRestroom': False}",,True,True,False,False
ChIJ62MugdH6mUcR7IeaAY_mG24,,,True,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,True,True,True,True,True,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,,True,False,
ChIJZxHDkQH7mUcRRJJIquhKWAs,,True,True,False,,,True,,,,,False,,True,,True,True,True,,True,,,True,True,False,False
ChIJ5xBo29H6mUcRhd1Q5HIO8MA,True,,True,False,{'paidStreetParking': True},"{'acceptsCreditCards': True, 'acceptsCashOnly': False}",True,False,True,True,True,False,True,True,True,True,True,True,False,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJhYDLOdL6mUcRL47TQ1nM7gU,False,False,True,False,"{'paidParkingLot': True, 'paidStreetParking': True, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': False, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,False,True,True,True,True,False,False,,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJ9cMyt8X6mUcRC8xF9AbjNdU,,False,True,False,,{'acceptsCashOnly': False},True,True,True,True,False,False,False,True,True,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJmxC1NAD7mUcR8QG5G9KY39c,True,True,True,,,,,,,,,,,,True,,,,True,True,,,,,,
ChIJPVbqNtL6mUcRr08MEmuJIgs,True,True,True,False,"{'paidParkingLot': True, 'paidStreetParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,False,False,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",,True,True,False,True
ChIJfe6Lh9H6mUcRgmQtePU9rSw,True,True,True,False,{'paidParkingLot': True},"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,,False,False,True,True,True,True,,False,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': True, 'wheelchairAccessibleSeating': True}",,True,True,False,False
ChIJCQ0dq437mUcRIhvpIGfxWiI,,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,,False,False,,True,True,True,,False,True,,,True,,False,False
ChIJHeYeH_r7mUcRjK7N2j6Lhhk,,False,True,False,{'paidParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,True,True,True,True,True,True,True,True,,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",True,True,True,,
ChIJI6CVktP6mUcRdoklZ-0caeA,False,False,True,False,"{'freeParkingLot': False, 'freeStreetParking': False}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,True,True,True,True,True,True,True,True,True,,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False}",True,,True,False,False
ChIJ--n1SdL6mUcRpASGRErF91k,,False,True,False,,,False,,False,False,False,False,False,False,,True,True,,False,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleSeating': False}",,,,False,False
ChIJuZhzLaz7mUcR-RLZoGdZK-I,True,True,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,,,,,,,,,True,True,,,True,,,True,True,False,False
ChIJ6UflI6H7mUcRTP0VZP9e62U,False,False,True,,,{'acceptsCashOnly': False},,,True,,,,,True,,True,True,,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True}",,True,,,
ChIJFYecuNH6mUcR5wmmb8W_1Vg,,True,True,False,,"{'acceptsCreditCards': False, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,True,False,False,False,True,,True,True,False,,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': False, 'wheelchairAccessibleSeating': False}",,,True,False,False
ChIJD0cBzNH6mUcRaZsQbNLKyI8,True,True,True,False,,"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,False,True,False,True,False,False,True,True,True,True,True,False,False,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': False}",,True,True,False,False
ChIJZygGFuj7mUcR0FJdppJTL7Q,True,True,True,False,"{'freeParkingLot': True, 'paidParkingLot': True, 'freeStreetParking': False, 'paidStreetParking': True, 'valetParking': False, 'freeGarageParking': False, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,True,,True,,,True,True,True,True,True,,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,,True,True
ChIJx774JR_7mUcR3_uhwg9KT_c,True,False,True,False,"{'freeParkingLot': False, 'paidParkingLot': True, 'freeStreetParking': False, 'paidStreetParking': True, 'valetParking': False, 'freeGarageParking': False, 'paidGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False}",True,True,True,True,False,False,,True,True,True,True,True,True,True,"{'wheelchairAccessibleParking': False, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleRestroom': False, 'wheelchairAccessibleSeating': True}",True,True,True,False,True
ChIJMTjKcn_7mUcRN2rN8A4_YZc,True,True,True,False,{'freeParkingLot': True},"{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",True,True,True,True,,,True,True,True,True,True,True,True,True,"{'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,True,False,
ChIJgbc7VAD7mUcRFK-2BDoQmI8,True,False,True,False,,,,,,,,,,True,,,,,,True,,,True,,False,False
ChIJP2j5YRb7mUcRvlrJted0Q_c,,False,True,False,"{'freeParkingLot': True, 'freeGarageParking': True}","{'acceptsCreditCards': True, 'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,,,False,,False,False,,,True,True,,False,True,,,True,True,False,
ChIJNzGjDMj6mUcRtAM9feNOR_o,False,True,True,False,"{'freeParkingLot': True, 'freeGarageParking': True}","{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",False,False,,False,False,False,False,False,,True,True,True,False,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,,False,False
ChIJ1YL7FMj6mUcRusMCXLdm5JI,,False,True,False,,"{'acceptsDebitCards': True, 'acceptsCashOnly': False, 'acceptsNfc': True}",,True,,True,False,False,,True,,True,True,,True,True,"{'wheelchairAccessibleParking': True, 'wheelchairAccessibleEntrance': True, 'wheelchairAccessibleSeating': True}",,True,,False,
